Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.22,10800,0.19686921185099515,0.8961563152003603,0.748,0.2749277082061267,0.0014055137613622065,0.1374638541030634,0.0007027568806811102,0.712,0.3714495335918666,0.06498270621528143,0.1857247667959333,0.03249135310764073,0.712,0.3714495335918666,0.06498270621528143,0.1857247667959333,0.03249135310764073,"Any[Any[(1, :purpose, ""Any[6, 8, 9]""), (2, :Housing, ""Any[3]""), (3, :credit_history, ""Any[2, 4]""), (4, :chek_acc, ""Any[2, 3]""), (5, :chek_acc, ""Any[1]""), (6, :chek_acc, ""Any[2, 3, 4]""), (7, :credit_history, ""Any[3, 5]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
