Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.08,10800,0.2323709640825947,0.9053486878477932,0.7506666666666667,0.2749277082061267,0.03730371769910487,0.1374638541030634,0.01865185884955245,0.672,0.3714495335918666,0.047374489047269736,0.1857247667959333,0.02368724452363491,0.672,0.3714495335918666,0.047374489047269736,0.1857247667959333,0.02368724452363491,"Any[Any[(1, :credit_history, ""Any[1, 2]""), (2, :present_employmment, ""Any[3]""), (3, :instalrate, 0.9999999999999947), (4, :property, ""Any[2, 3, 4]""), (5, :purpose, ""Any[2, 3, 5, 6, 9]""), (6, :purpose, ""Any[3]""), (7, :chek_acc, ""Any[1]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
