Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.12,10800,0.19505664488005559,0.7564809954092626,0.8018518518518518,0.3958333333333333,0.17238562091503273,0.19791666666666669,0.08619281045751635,0.7990982628298634,0.4003642966787216,0.20824690648728936,0.20018214833936082,0.10412345324364468,0.7966666666666666,0.39460784313725483,0.209967320261438,0.19730392156862744,0.10498366013071896,"Any[Any[(1, :education, ""Any[2, 5]""), (2, :marital_status, ""Any[3]""), (3, :hours_per_week, 1.0)], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0)]]",
