Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_3.csv,compas_test_3.csv,0,4629,3,0.02,10800,0.41734498456336744,1.0,0.5776625621084468,0.6351325494276616,0.17271477148486938,0.1671280276816609,0.055659911023232755,0.5904082955281919,0.6174482569699942,0.2289813478503866,0.16784591194968557,0.06371967654986521,0.5651328580686974,0.6413296826496888,0.2692203786077824,0.17042349726775963,0.10236706599411516,"Any[Any[(1, :c_charge_degree, ""Any[1, 2]""), (2, :sex, ""Any[1]""), (3, :sex, ""Any[]""), (4, :sex, ""Any[]""), (5, :length_of_stay, 4.000000000000003), (6, :sex, ""Any[1]""), (7, :age_cat, -2.0)], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0)]]",
