Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.14,10800,0.21904103410341008,0.9038533300721244,0.7466666666666667,0.25508800880088006,0.008388338833883416,0.12754400440044,0.004194169416941729,0.724,0.43265132139812446,0.0656436487638534,0.21632566069906223,0.03282182438192671,0.724,0.43265132139812446,0.0656436487638534,0.21632566069906223,0.03282182438192671,"Any[Any[(1, :present_resident, 1.0000000000000453), (2, :purpose, ""Any[3, 4, 5, 8, 9, 10]""), (3, :installment, ""Any[1, 2]""), (4, :present_employmment, ""Any[1]""), (5, :chek_acc, ""Any[1]""), (6, :chek_acc, ""Any[1]""), (7, :credit_history, ""Any[1, 2]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
