Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.28,10800,0.1633902896533787,1.0,0.7733333333333333,0.38817714806054604,0.0006796059049353903,0.19408857403027302,0.00033980295246767434,0.7796048269460284,0.4003642966787216,0.048885083655837595,0.20018214833936082,0.024442541827918766,0.78,0.3847409384288505,0.012759791765696318,0.19237046921442524,0.006379895882848166,"Any[Any[(1, :capital, 1.9999999999999982), (2, :occupation, ""Any[1, 5, 8, 9, 10, 11, 13]""), (3, :occupation, ""Any[1, 4, 10, 12, 13]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
