Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.26,10800,0.16061548386130833,1.0,0.7859259259259259,0.3852405648728138,0.008464111717294262,0.19262028243640694,0.004232055858647096,0.7691287627635592,0.4003642966787216,0.026046570596122587,0.20018214833936082,0.013023285298061293,0.7833333333333333,0.3829729911766687,0.043577827170472115,0.19148649558833436,0.021788913585236068,"Any[Any[(1, :occupation, ""Any[1, 4, 8, 10, 12]""), (2, :capital, 2.0), (3, :relationship, ""Any[1, 2, 3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, 0.0), (4, 1.0)]]",
