Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.66,10800,0.0750815383579102,1.0,0.78,0.3852405648728138,0.0004265732695718505,0.19262028243640694,0.00021328663478592524,0.7679352870972019,0.4003642966787216,0.007248861974086751,0.20018214833936082,0.0036244309870434033,0.77,0.3829729911766687,0.024988213107025065,0.19148649558833436,0.01249410655351249,"Any[Any[(1, :relationship, ""Any[3, 4, 5, 6]""), (2, :marital_status, ""Any[2]""), (3, :workclass, ""Any[]""), (4, :occupation, ""Any[1, 3, 5, 6, 7, 8, 11, 14]""), (5, :race, ""Any[3]""), (6, :native_country, ""Any[]""), (7, :occupation, ""Any[4]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
