Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,1,0.96,10800,0.012213333333333347,0.0,0.6946666666666667,0.24934901679087723,0.0,0.12467450839543859,0.0,0.716,0.4619963369963369,0.0,0.23099816849816845,0.0,0.716,0.4619963369963369,0.0,0.23099816849816845,0.0,"Any[Any[(1, :telephn, ""Any[1, 2]"")], Any[(1, 1.0), (2, 1.0)]]",
