Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.5,10800,0.11181561996778855,1.0,0.7796296296296297,0.37957532861476234,0.0032608695652174002,0.1897876643073812,0.0016304347826086862,0.7719135393183928,0.4003642966787216,0.050441448937882605,0.20018214833936082,0.025220724468941302,0.7708565072302559,0.38167216144377636,0.01081463397939747,0.19083608072188818,0.005407316989698707,"Any[Any[(1, :age_group, 1.0000000000000246), (2, :relationship, ""Any[1, 2, 3, 5, 6]""), (3, :capital, 0.0), (4, :marital_status, ""Any[1, 2, 3, 4]""), (5, :age_group, 1.0), (6, :age_group, 3.0000000000000178), (7, :occupation, ""Any[1, 3, 5, 6, 7, 8, 9, 11, 12, 13, 14]"")], Any[(1, 0.0), (2, 1.0), (3, 0.0), (4, 0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
