Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.3,10800,0.18504752475230746,0.9073648014780812,0.736,0.25508800880088006,0.0008250825082509183,0.12754400440044,0.0004125412541254869,0.736,0.43265132139812446,0.048167092924126215,0.21632566069906223,0.02408354646206312,0.736,0.43265132139812446,0.048167092924126215,0.21632566069906223,0.02408354646206312,"Any[Any[(1, :purpose, ""Any[1, 5, 6, 7, 8, 9]""), (2, :chek_acc, ""Any[2, 3, 4]""), (3, :credit_history, ""Any[1, 2, 4]""), (4, :saving_amo, ""Any[]""), (5, :foreign_worker, ""Any[1]""), (6, :saving_amo, ""Any[2, 3, 4, 5]""), (7, :guatan, ""Any[1, 2, 3]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
