Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_4.csv,compas_test_4.csv,0,4629,1,0.12,10800,0.3989938432871728,0.0,0.5716137394685677,0.6351325494276616,0.18344945016267025,0.1671280276816609,0.08458691461375423,0.5690213869086196,0.6174482569699942,0.3135124800306246,0.16784591194968557,0.10544474393531,0.5716137394685677,0.6413296826496888,0.3018584368291397,0.17042349726775963,0.0972224297389771,"Any[Any[(1, :age_cat, 1.0)], Any[(1, 1.0), (2, -0.0)]]",
