Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.86,10800,0.03484221364220005,0.9011445965907374,0.7533333333333333,0.24934901679087723,0.0003591631498608694,0.12467450839543859,0.00017958157493047633,0.704,0.4619963369963369,0.0064102564102563875,0.23099816849816845,0.0032051282051281937,0.704,0.4619963369963369,0.0064102564102563875,0.23099816849816845,0.0032051282051281937,"Any[Any[(1, :purpose, ""Any[2, 4, 5, 9, 10]""), (2, :purpose, ""Any[1, 2, 4, 5]""), (3, :chek_acc, ""Any[1, 2]""), (4, :credit_history, ""Any[2, 3, 4, 5]""), (5, :Housing, ""Any[1, 3]""), (6, :property, ""Any[2, 3, 4]""), (7, :existing_cards, 3.000000000000018)], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
