Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.2,10800,0.185998910675371,1.0,0.7681481481481481,0.3958333333333333,0.00258714596949898,0.19791666666666669,0.0012935729847494554,0.7688635459488131,0.4003642966787216,0.012130918918311667,0.20018214833936082,0.0060654594591558475,0.7633333333333333,0.39460784313725483,0.010620915032679715,0.19730392156862744,0.005310457516339864,"Any[Any[(1, :occupation, ""Any[1, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14]""), (2, :education, ""Any[1, 2, 3, 4, 6]""), (3, :occupation, ""Any[3, 6, 11, 13]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
