Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.0,10800,0.23037037037037064,1.0,0.7696296296296297,0.3958333333333333,0.05378540305010899,0.19791666666666669,0.02689270152505447,0.7741678822437342,0.4003642966787216,0.04450517838902239,0.20018214833936082,0.02225258919451116,0.7644444444444445,0.39460784313725483,0.0955882352941176,0.19730392156862744,0.04779411764705883,"Any[Any[(1, :occupation, ""Any[1, 4, 5, 7, 8, 10, 11, 13, 14]""), (2, :capital, 2.0000000000000124), (3, :relationship, ""Any[3, 4, 5]""), (4, :age_group, 2.0000000000000147), (5, :occupation, ""Any[5, 8]""), (6, :hours_per_week, 0.0), (7, :capital, 1.0000000000000087)], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
