Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.22,10800,0.20792794468887205,0.907708892323537,0.7346666666666667,0.24934901679087723,0.00439974858579513,0.12467450839543859,0.0021998742928975856,0.724,0.4619963369963369,0.1153846153846154,0.23099816849816845,0.05769230769230771,0.724,0.4619963369963369,0.1153846153846154,0.23099816849816845,0.05769230769230771,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :existing_cards, 3.0), (3, :saving_amo, ""Any[2, 3, 4, 5]""), (4, :guatan, ""Any[1]""), (5, :instalrate, 1.0000000000000213), (6, :purpose, ""Any[1, 3, 8]""), (7, :chek_acc, ""Any[4]"")], Any[(1, 1.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 0.0)]]",
