Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.0,10800,0.1829629629629631,1.0,0.817037037037037,0.42364629598105813,0.2863863569538372,0.2118231479905291,0.14319317847691856,0.8156743137514918,0.4003642966787216,0.2848352279702817,0.20018214833936082,0.14241761398514086,0.8111111111111111,0.42304176235813507,0.3348792615219961,0.21152088117906753,0.16743963076099802,"Any[Any[(1, :capital, 0.0), (2, :occupation, ""Any[1, 2, 4, 5, 6, 7, 12, 13]""), (3, :relationship, ""Any[2, 3, 4, 5]""), (4, :workclass, ""Any[3]""), (5, :race, ""Any[1, 4]""), (6, :fnlwgt, 0.0), (7, :education, ""Any[1, 3, 4, 6]"")], Any[(1, 1.0), (2, 1.0), (3, 0.0), (4, 0.0), (5, 1.0), (6, -0.0), (7, 0.0), (8, 1.0)]]",
