Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_2.csv,compas_test_2.csv,0,4629,2,0.12,10800,0.3892061243791659,1.0,0.5804709440483906,0.6351325494276616,0.16683795951455724,0.1671280276816609,0.05610479485912012,0.5793907971484121,0.6174482569699942,0.17975524566325835,0.16784591194968557,0.05542452830188671,0.5910563836681789,0.6413296826496888,0.1628877948004421,0.17042349726775963,0.056260508617065996,"Any[Any[(1, :c_charge_degree, ""Any[1]""), (2, :length_of_stay, 3.0), (3, :sex, ""Any[]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 0.0)]]",
