Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.0,10800,0.2533333333333333,1.0,0.7466666666666667,0.3470403086607778,0.04298236707618372,0.17352015433038892,0.021491183538091874,0.752,0.1372879451746994,0.002921020110099981,0.06864397258734967,0.0014605100550499905,0.752,0.1372879451746994,0.002921020110099981,0.06864397258734967,0.0014605100550499905,"Any[Any[(1, :chek_acc, ""Any[3, 4]""), (2, :credit_history, ""Any[1, 2]""), (3, :purpose, ""Any[2, 4, 5, 7, 8, 9, 10]""), (4, :job, ""Any[1, 4]""), (5, :chek_acc, ""Any[]""), (6, :property, ""Any[4]""), (7, :credit_history, ""Any[4, 5]"")], Any[(1, 0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
