Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.12,10800,0.20683545958561528,1.0,0.7718518518518519,0.42364629598105813,0.05054241012705241,0.2118231479905291,0.02527120506352621,0.7748309242805994,0.4003642966787216,0.037955862327952096,0.20018214833936082,0.018977931163976038,0.7711111111111111,0.42304176235813507,0.06611072710651292,0.21152088117906753,0.03305536355325649,"Any[Any[(1, :education, ""Any[3, 4, 6]""), (2, :fnlwgt, 2.0), (3, :capital, 2.0000000000000053)], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
