Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.22,10800,0.18252854030500193,1.0,0.7662962962962963,0.3958333333333333,0.001089324618736419,0.19791666666666669,0.0005446623093681921,0.7619679087654158,0.4003642966787216,0.004267246117712828,0.20018214833936082,0.0021336230588563793,0.7644444444444445,0.39460784313725483,0.008986928104575256,0.19730392156862744,0.00449346405228758,"Any[Any[(1, :relationship, ""Any[5, 6]""), (2, :occupation, ""Any[3, 4, 7, 12, 13]""), (3, :workclass, ""Any[1, 4]""), (4, :native_country, ""Any[2]""), (5, :education, ""Any[1, 2, 3, 4, 6]""), (6, :education, ""Any[1, 2, 3, 4, 6]""), (7, :occupation, ""Any[1, 4, 6, 8, 10, 13, 14]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, -0.0)]]",
