Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,2,0.4,10800,0.16585067913963739,0.905180581768068,0.7253333333333334,0.2749277082061267,0.002626697849103146,0.1374638541030634,0.001313348924551594,0.708,0.3714495335918666,0.023268001257729896,0.1857247667959333,0.011634000628864993,0.708,0.3714495335918666,0.023268001257729896,0.1857247667959333,0.011634000628864993,"Any[Any[(1, :saving_amo, ""Any[1]""), (2, :credit_history, ""Any[1, 2]""), (3, :purpose, ""Any[6]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
