Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.12,10800,0.20233812636164972,1.0,0.7714814814814814,0.3958333333333333,0.010348583877995698,0.19791666666666669,0.0051742919389978215,0.7711178888741547,0.4003642966787216,0.013227339583080887,0.20018214833936082,0.006613669791540454,0.7677777777777778,0.39460784313725483,0.04248366013071899,0.19730392156862744,0.021241830065359478,"Any[Any[(1, :capital, 2.0000000000000315), (2, :marital_status, ""Any[]""), (3, :marital_status, ""Any[3]""), (4, :marital_status, ""Any[]""), (5, :native_country, ""Any[]""), (6, :relationship, ""Any[4, 5, 6]""), (7, :occupation, ""Any[1, 4, 8, 10, 13]"")], Any[(1, 1.0), (2, 1.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
