Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.18,10800,0.19065773420475562,1.0,0.7681481481481481,0.3958333333333333,0.0029956427015251225,0.19791666666666669,0.0014978213507625265,0.7672722450603369,0.4003642966787216,0.012600813488927068,0.20018214833936082,0.006300406744463541,0.7644444444444445,0.39460784313725483,0.011846405228758142,0.19730392156862744,0.005923202614379078,"Any[Any[(1, :fnlwgt, 1.0000000000000282), (2, :education, ""Any[1, 2, 3, 4, 5]""), (3, :capital, 1.9999999999999982), (4, :relationship, ""Any[6]""), (5, :relationship, ""Any[2, 3]""), (6, :occupation, ""Any[]""), (7, :capital, 2.000000000000009)], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
