Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.54,10800,0.11101373582612702,1.0,0.7592592592592593,0.37957532861476234,0.0005055611729019097,0.1897876643073812,0.0002527805864509583,0.7566635724704946,0.4003642966787216,0.04917186698838183,0.20018214833936082,0.024585933494190915,0.7530589543937709,0.38167216144377636,0.003251234898869533,0.19083608072188818,0.0016256174494347422,"Any[Any[(1, :occupation, ""Any[1, 2, 5, 6, 7, 8, 13]""), (2, :marital_status, ""Any[]""), (3, :capital, 1.0)], Any[(1, 0.0), (2, -0.0), (3, 1.0), (4, 0.0)]]",
