Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.72,10800,0.06358686289926777,0.7338090414378282,0.774074074074074,0.37957532861476234,0.0004550050556117735,0.1897876643073812,0.00022750252780587288,0.7691287627635592,0.4003642966787216,0.049641922042115594,0.20018214833936082,0.024820961021057797,0.7697441601779755,0.38167216144377636,0.023237773645603976,0.19083608072188818,0.011618886822801988,"Any[Any[(1, :education, ""Any[1, 3, 4, 6]""), (2, :workclass, ""Any[1]""), (3, :occupation, ""Any[2, 4, 6, 7, 10]"")], Any[(1, 0.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
