Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.82,10800,0.03797015334185606,1.0,0.7892592592592592,0.3852405648728138,4.490244942864652e-5,0.19262028243640694,2.245122471430938e-5,0.772841798170004,0.4003642966787216,0.03738486339275758,0.20018214833936082,0.018692431696378783,0.7922222222222223,0.3829729911766687,0.014346332592442904,0.19148649558833436,0.007173166296221459,"Any[Any[(1, :relationship, ""Any[6]""), (2, :education, ""Any[1, 3, 4]""), (3, :education, ""Any[5]""), (4, :native_country, ""Any[]""), (5, :occupation, ""Any[4, 10, 12, 13]""), (6, :native_country, ""Any[]""), (7, :occupation, ""Any[]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
