Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_4.csv,compas_test_4.csv,0,4629,2,0.02,10800,0.3590520514527665,1.0,0.6489522575070209,0.6351325494276616,0.7512631904823804,0.1671280276816609,0.19663865546218484,0.6467919637070642,0.6174482569699942,0.8148225693142555,0.16784591194968557,0.21481918238993714,0.6467919637070642,0.6413296826496888,0.6732252751411705,0.17042349726775963,0.17294039380008142,"Any[Any[(1, :priors_count, 2.000000000000024), (2, :priors_count, 3.0), (3, :age_cat, 2.0)], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
