Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.42,10800,0.14208814365426659,1.0,0.7551851851851852,0.37957532861476234,0.00022750252780582778,0.1897876643073812,0.00011375126390293297,0.7538787959156611,0.4003642966787216,0.027448551118286483,0.20018214833936082,0.013724275559143243,0.7508342602892102,0.38167216144377636,0.03031063553086396,0.19083608072188818,0.015155317765431962,"Any[Any[(1, :relationship, ""Any[3, 5]""), (2, :workclass, ""Any[2, 4]""), (3, :workclass, ""Any[4]""), (4, :education, ""Any[2, 4, 5, 6]""), (5, :marital_status, ""Any[2, 3]""), (6, :occupation, ""Any[10]""), (7, :native_country, ""Any[1]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
