Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.6,10800,0.09307747917648275,0.7295903320433215,0.7677777777777778,0.3852405648728138,0.0003143171460004146,0.19262028243640694,0.00015715857300016567,0.7567961808778677,0.4003642966787216,0.016220349740859924,0.20018214833936082,0.008110174870429948,0.7633333333333333,0.3829729911766687,0.0018185492018589766,0.19148649558833436,0.0009092746009294883,"Any[Any[(1, :education, ""Any[1, 2, 5]""), (2, :occupation, ""Any[4, 5, 10]""), (3, :workclass, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0)]]",
