Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.8,10800,0.05136245304091258,0.8675688241694121,0.744,0.3470403086607778,0.00020306630114738655,0.17352015433038892,0.00010153315057370715,0.7,0.1372879451746994,0.03370407819346144,0.06864397258734967,0.01685203909673072,0.7,0.1372879451746994,0.03370407819346144,0.06864397258734967,0.01685203909673072,"Any[Any[(1, :chek_acc, ""Any[1]""), (2, :credit_history, ""Any[3]""), (3, :installment, ""Any[1, 2]""), (4, :Housing, ""Any[1, 3]""), (5, :credit_history, ""Any[1, 2, 4]""), (6, :purpose, ""Any[2, 4, 5, 10]""), (7, :credit_history, ""Any[1, 3, 4, 5]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
