Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.88,10800,0.031518031785926756,0.9063300532578769,0.7386666666666667,0.24934901679087723,0.00017958157493037918,0.12467450839543859,8.979078746518265e-5,0.684,0.4619963369963369,0.040293040293040344,0.23099816849816845,0.020146520146520186,0.684,0.4619963369963369,0.040293040293040344,0.23099816849816845,0.020146520146520186,"Any[Any[(1, :purpose, ""Any[1, 2, 3, 4, 5]""), (2, :purpose, ""Any[1, 3, 4, 7, 8, 10]""), (3, :chek_acc, ""Any[2]""), (4, :credit_history, ""Any[3, 4, 5]""), (5, :no_people, 1.0), (6, :credit_history, ""Any[1, 4]""), (7, :chek_acc, ""Any[3, 4]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
