Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.68,10800,0.07505556977465724,0.7317289009844476,0.7674074074074074,0.3852405648728138,0.0009205002132866291,0.19262028243640694,0.00046025010664332844,0.7574592229147328,0.4003642966787216,0.012186285594152607,0.20018214833936082,0.0060931427970763175,0.7522222222222222,0.3829729911766687,0.026065871893311776,0.19148649558833436,0.013032935946655888,"Any[Any[(1, :relationship, ""Any[1, 3, 5, 6]""), (2, :occupation, ""Any[1, 4, 9, 10]""), (3, :workclass, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, 0.0), (4, -0.0)]]",
