Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.56,10800,0.11368153518123039,0.8683657984949059,0.7426666666666667,0.3470403086607778,0.0008122652045893519,0.17352015433038892,0.0004061326022947176,0.72,0.1372879451746994,0.0883046848668689,0.06864397258734967,0.044152342433434466,0.72,0.1372879451746994,0.0883046848668689,0.06864397258734967,0.044152342433434466,"Any[Any[(1, :chek_acc, ""Any[1]""), (2, :p_status, ""Any[1, 2, 4]""), (3, :job, ""Any[1, 4]""), (4, :purpose, ""Any[2, 3, 4, 5, 9]""), (5, :credit_history, ""Any[5]""), (6, :credit_history, ""Any[3, 5]""), (7, :purpose, ""Any[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
