Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.54,10800,0.12191517514467679,0.8716765398904396,0.736,0.3470403086607778,0.0008799539716384114,0.17352015433038892,0.00043997698581921263,0.704,0.1372879451746994,0.09055162341309965,0.06864397258734967,0.04527581170654982,0.704,0.1372879451746994,0.09055162341309965,0.06864397258734967,0.04527581170654982,"Any[Any[(1, :no_people, 1.0000000000000622), (2, :purpose, ""Any[2, 4, 5, 9, 10]""), (3, :purpose, ""Any[2, 3, 4, 5, 9, 10]""), (4, :present_resident, 1.0), (5, :chek_acc, ""Any[2, 3, 4]""), (6, :credit_history, ""Any[2, 3, 4, 5]""), (7, :present_employmment, ""Any[2, 3, 4]"")], Any[(1, 1.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
