Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,2,0.44,10800,0.15626466358220686,0.8991036498277707,0.7226666666666667,0.28925882246212464,0.0021772657171369725,0.14462941123106232,0.0010886328585685279,0.716,0.32965578111209176,0.021182700794351278,0.16482789055604585,0.010591350397175625,0.716,0.32965578111209176,0.021182700794351278,0.16482789055604585,0.010591350397175625,"Any[Any[(1, :purpose, ""Any[1, 8, 9]""), (2, :chek_acc, ""Any[1, 2]""), (3, :credit_history, ""Any[1, 2]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
