Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.16,10800,0.22403249060818253,0.8724811828346818,0.7333333333333333,0.3470403086607778,0.00020306630114738655,0.17352015433038892,0.00010153315057370715,0.696,0.1372879451746994,0.08650713402988436,0.06864397258734967,0.04325356701494221,0.696,0.1372879451746994,0.08650713402988436,0.06864397258734967,0.04325356701494221,"Any[Any[(1, :existing_cards, 0.9999999999999947), (2, :instalrate, 1.0000000000000417), (3, :p_status, ""Any[2, 4]""), (4, :credit_history, ""Any[3, 4, 5]""), (5, :chek_acc, ""Any[1]""), (6, :purpose, ""Any[3, 7]""), (7, :credit_history, ""Any[1, 2, 4]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
