Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_3.csv,compas_test_3.csv,0,4629,3,0.06,10800,0.4236147740563282,1.0,0.5541153596889177,0.6351325494276616,0.07472020273178888,0.1671280276816609,0.02533987416956307,0.5508749189889826,0.6174482569699942,0.07155215332856385,0.16784591194968557,0.0323809523809524,0.5534672715489306,0.6413296826496888,0.06763106516965442,0.17042349726775963,0.02438404876809752,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[1]""), (4, :sex, ""Any[]""), (5, :age_cat, 3.0), (6, :priors_count, 2.9999999999999982), (7, :c_charge_degree, ""Any[]"")], Any[(1, 0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 0.0), (8, -0.0)]]",
