Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.3,10800,0.16228760767232853,1.0,0.7781481481481481,0.3852405648728138,0.023304371253451944,0.19262028243640694,0.011652185626725958,0.7648852937276224,0.4003642966787216,0.023408388613080894,0.20018214833936082,0.011704194306540433,0.7822222222222223,0.3829729911766687,0.06762308883949619,0.19148649558833436,0.033811544419748096,"Any[Any[(1, :education, ""Any[2, 5]""), (2, :occupation, ""Any[4, 10]""), (3, :workclass, ""Any[1, 4]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0)]]",
