Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.42,10800,0.1543482018479007,0.872199540337256,0.7346666666666667,0.3470403086607778,0.001083020272785673,0.17352015433038892,0.0005415101363928088,0.708,0.1372879451746994,0.01213346814964611,0.06864397258734967,0.006066734074823055,0.708,0.1372879451746994,0.01213346814964611,0.06864397258734967,0.006066734074823055,"Any[Any[(1, :job, ""Any[4]""), (2, :chek_acc, ""Any[2]""), (3, :credit_history, ""Any[1, 2]""), (4, :purpose, ""Any[2, 5, 8, 9, 10]""), (5, :credit_history, ""Any[3, 4, 5]""), (6, :Housing, ""Any[2]""), (7, :guatan, ""Any[1, 3]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
