Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.5,10800,0.11667546717596733,0.7409443170383591,0.7674074074074074,0.37957532861476234,0.000758341759352868,0.1897876643073812,0.0003791708796764409,0.7719135393183928,0.4003642966787216,0.0010291782381681783,0.20018214833936082,0.0005145891190840926,0.7686318131256952,0.38167216144377636,0.027481490776759966,0.19083608072188818,0.013740745388379973,"Any[Any[(1, :capital, 2.0), (2, :hours_per_week, 0.0), (3, :occupation, ""Any[1, 4, 8, 10]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, -0.0)]]",
