Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.54,10800,0.12668607584327402,0.9106679985671866,0.7253333333333334,0.24934901679087723,0.0006285355122565284,0.12467450839543859,0.0003142677561283058,0.72,0.4619963369963369,0.12545787545787546,0.23099816849816845,0.06272893772893773,0.72,0.4619963369963369,0.12545787545787546,0.23099816849816845,0.06272893772893773,"Any[Any[(1, :existing_cards, 3.0), (2, :credit_history, ""Any[3, 4, 5]""), (3, :instalrate, 0.9999999999999942), (4, :purpose, ""Any[6]""), (5, :saving_amo, ""Any[3, 4, 5]""), (6, :no_people, 1.0), (7, :chek_acc, ""Any[1]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
