Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_1.csv,compas_test_1.csv,0,4629,3,0.08,10800,0.39138662829168624,1.0,0.6407431410671851,0.6351325494276616,0.7608789760115298,0.1671280276816609,0.19613489374807513,0.6467919637070642,0.6174482569699942,0.854616741943165,0.16784591194968557,0.23172169811320753,0.6383668178872327,0.6413296826496888,0.7734236598807527,0.17042349726775963,0.2079415356813059,"Any[Any[(1, :c_charge_degree, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[2]""), (4, :priors_count, 2.0), (5, :sex, ""Any[]""), (6, :priors_count, 1.9999999999998148), (7, :age_cat, -2.0)], Any[(1, 0.0), (2, 0.0), (3, 1.0), (4, 0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
