Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,1,0.08,10800,0.2661206471317537,0.0,0.7173333333333334,0.28925882246212464,0.07584142248026857,0.14462941123106232,0.0379207112401343,0.716,0.32965578111209176,0.033097969991173926,0.16482789055604585,0.01654898499558699,0.716,0.32965578111209176,0.033097969991173926,0.16482789055604585,0.01654898499558699,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]"")], Any[(1, 1.0), (2, -0.0)]]",
