Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.48,10800,0.1366862046904176,0.9002892577759234,0.7373333333333333,0.2749277082061267,0.0002073708828238957,0.1374638541030634,0.00010368544141192704,0.696,0.3714495335918666,0.16308563043706112,0.1857247667959333,0.08154281521853057,0.696,0.3714495335918666,0.16308563043706112,0.1857247667959333,0.08154281521853057,"Any[Any[(1, :telephn, ""Any[1]""), (2, :credit_history, ""Any[1, 2]""), (3, :p_status, ""Any[2, 3, 4]""), (4, :chek_acc, ""Any[1, 2]""), (5, :purpose, ""Any[6, 7]""), (6, :credit_history, ""Any[1]""), (7, :saving_amo, ""Any[1]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
