Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.5,10800,0.131897842958703,0.9006436562530031,0.7373333333333333,0.2749277082061267,0.0011290192509303132,0.1374638541030634,0.0005645096254651705,0.692,0.3714495335918666,0.0672885441777592,0.1857247667959333,0.033644272088879656,0.692,0.3714495335918666,0.0672885441777592,0.1857247667959333,0.033644272088879656,"Any[Any[(1, :purpose, ""Any[1, 4, 5, 6, 8, 10]""), (2, :purpose, ""Any[3, 4, 5, 9, 10]""), (3, :purpose, ""Any[2, 9]""), (4, :credit_history, ""Any[2, 3, 4, 5]""), (5, :chek_acc, ""Any[1, 2]""), (6, :existing_cards, 1.9999999999999964), (7, :present_employmment, ""Any[2, 3]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
