Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.36,10800,0.16076013071894,1.0,0.7488888888888889,0.3958333333333333,0.00013616557734212153,0.19791666666666669,6.80827886710238e-5,0.7514918445829466,0.4003642966787216,0.0005228539996805391,0.20018214833936082,0.0002614269998403194,0.7488888888888889,0.39460784313725483,0.003267973856209145,0.19730392156862744,0.0016339869281045752,"Any[Any[(1, :relationship, ""Any[4, 5]""), (2, :workclass, ""Any[2, 4]""), (3, :workclass, ""Any[]""), (4, :education, ""Any[5]""), (5, :marital_status, ""Any[1, 2]""), (6, :native_country, ""Any[]""), (7, :relationship, ""Any[3, 4, 6]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, 0.0), (6, -0.0), (7, -0.0), (8, 0.0)]]",
