Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,1,0.22,10800,0.1912189100978584,0.0,0.774074074074074,0.38817714806054604,0.06816676307143688,0.19408857403027302,0.03408338153571844,0.7764222251690758,0.4003642966787216,0.12124627980071198,0.20018214833936082,0.060623139900356025,0.7744444444444445,0.3847409384288505,0.07052247567449932,0.19237046921442524,0.03526123783724966,"Any[Any[(1, :capital, 1.9999999999999982)], Any[(1, -0.0), (2, 1.0)]]",
