Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,2,0.66,10800,0.0946336569087089,0.9058334662344065,0.7253333333333334,0.2749277082061267,0.0018893791546179955,0.1374638541030634,0.000944689577308977,0.72,0.3714495335918666,0.038570380463263776,0.1857247667959333,0.019285190231631888,0.72,0.3714495335918666,0.038570380463263776,0.1857247667959333,0.019285190231631888,"Any[Any[(1, :guatan, ""Any[2, 3]""), (2, :Housing, ""Any[2, 3]""), (3, :credit_history, ""Any[3, 4, 5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
