Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.32,10800,0.1834282519375869,0.8739192794737817,0.7306666666666667,0.3470403086607778,0.0008799539716384114,0.17352015433038892,0.00043997698581921263,0.728,0.1372879451746994,0.05549938209189971,0.06864397258734967,0.02774969104594982,0.728,0.1372879451746994,0.05549938209189971,0.06864397258734967,0.02774969104594982,"Any[Any[(1, :property, ""Any[4]""), (2, :purpose, ""Any[2, 3, 6]""), (3, :credit_history, ""Any[1, 2]""), (4, :Credit_amo, 0.0), (5, :chek_acc, ""Any[3, 4]""), (6, :Housing, ""Any[1, 3]""), (7, :guatan, ""Any[1, 3]"")], Any[(1, 0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
