Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,2,0.14,10800,0.2375124086001996,0.8980563079843653,0.724,0.28925882246212464,0.0010886328585684307,0.14462941123106232,0.0005443164292842084,0.7,0.32965578111209176,0.013680494263018594,0.16482789055604585,0.006840247131509325,0.7,0.32965578111209176,0.013680494263018594,0.16482789055604585,0.006840247131509325,"Any[Any[(1, :property, ""Any[3]""), (2, :Credit_amo, 1.0), (3, :credit_history, ""Any[3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, 0.0)]]",
