Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,2,0.96,10800,0.011703295766071391,0.8837594095592999,0.7106666666666667,0.3470403086607778,0.00013537753409822995,0.17352015433038892,6.76887670491011e-5,0.732,0.1372879451746994,0.10380856083586107,0.06864397258734967,0.05190428041793049,0.732,0.1372879451746994,0.10380856083586107,0.06864397258734967,0.05190428041793049,"Any[Any[(1, :saving_amo, ""Any[1]""), (2, :month_duration, 3.000000000000016), (3, :saving_amo, ""Any[3, 4, 5]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, 1.0)]]",
