Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.48,10800,0.1285252641344811,0.9004610729703327,0.7533333333333333,0.24934901679087723,0.0005387447247912902,0.12467450839543859,0.000269372362395659,0.66,0.4619963369963369,0.0801282051282052,0.23099816849816845,0.040064102564102644,0.66,0.4619963369963369,0.0801282051282052,0.23099816849816845,0.040064102564102644,"Any[Any[(1, :purpose, ""Any[2, 4, 5]""), (2, :property, ""Any[2, 4]""), (3, :chek_acc, ""Any[1, 2]""), (4, :credit_history, ""Any[3, 4, 5]""), (5, :purpose, ""Any[2, 5, 9]""), (6, :property, ""Any[2, 3, 4]""), (7, :credit_history, ""Any[1]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
