Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.78,10800,0.06230391714890052,0.8799082080690883,0.724,0.3470403086607778,0.002030663011473248,0.17352015433038892,0.0010153315057366274,0.708,0.1372879451746994,0.003595101673969238,0.06864397258734967,0.0017975508369846294,0.708,0.1372879451746994,0.003595101673969238,0.06864397258734967,0.0017975508369846294,"Any[Any[(1, :job, ""Any[1]""), (2, :purpose, ""Any[2, 4]""), (3, :credit_history, ""Any[1, 2]""), (4, :saving_amo, ""Any[3]""), (5, :chek_acc, ""Any[1, 3]""), (6, :Housing, ""Any[1, 3]""), (7, :property, ""Any[1, 2, 3, 4]"")], Any[(1, 1.0), (2, -0.0), (3, 0.0), (4, 1.0), (5, 0.0), (6, 1.0), (7, 1.0), (8, 0.0)]]",
