Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.26,10800,0.1843337530617758,0.8869748570741149,0.752,0.28925882246212464,0.003129819468384365,0.14462941123106232,0.0015649097341922102,0.728,0.32965578111209176,0.07060900264783762,0.16482789055604585,0.035304501323918824,0.728,0.32965578111209176,0.07060900264783762,0.16482789055604585,0.035304501323918824,"Any[Any[(1, :installment, ""Any[3]""), (2, :purpose, ""Any[1, 2, 3, 4, 5, 6, 7, 10]""), (3, :purpose, ""Any[1, 2, 6, 7, 8]""), (4, :credit_history, ""Any[1, 2]""), (5, :chek_acc, ""Any[1]""), (6, :saving_amo, ""Any[2, 3, 5]""), (7, :Housing, ""Any[2, 3]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
