Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.44,10800,0.15085643924797773,0.8737503534204689,0.7306666666666667,0.3470403086607778,6.768876704905946e-5,0.17352015433038892,3.3844383524495036e-5,0.712,0.1372879451746994,0.07796876755420737,0.06864397258734967,0.03898438377710367,0.712,0.1372879451746994,0.07796876755420737,0.06864397258734967,0.03898438377710367,"Any[Any[(1, :job, ""Any[2, 4]""), (2, :chek_acc, ""Any[2]""), (3, :credit_history, ""Any[1, 2]""), (4, :purpose, ""Any[2, 5, 6, 7, 9, 10]""), (5, :purpose, ""Any[6, 7]""), (6, :property, ""Any[2, 4]""), (7, :job, ""Any[1, 4]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
