Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.86,10800,0.03296135829545719,0.7407809999767964,0.7733333333333333,0.38817714806054604,0.0014279360025045429,0.19408857403027302,0.0007139680012523131,0.7770852672059408,0.4003642966787216,0.015333038579339292,0.20018214833936082,0.007666519289669632,0.7644444444444445,0.3847409384288505,0.012622343380428475,0.19237046921442524,0.006311171690214251,"Any[Any[(1, :relationship, ""Any[1, 3, 5]""), (2, :occupation, ""Any[1, 3, 5, 6, 7, 8, 9, 11, 12, 14]""), (3, :marital_status, ""Any[2]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
