Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.18,10800,0.2144671337191582,0.8699653475086772,0.74,0.3470403086607778,0.007039631773107222,0.17352015433038892,0.00351981588655359,0.712,0.1372879451746994,0.07122795191551518,0.06864397258734967,0.035613975957757615,0.712,0.1372879451746994,0.07122795191551518,0.06864397258734967,0.035613975957757615,"Any[Any[(1, :credit_history, ""Any[1, 2]""), (2, :purpose, ""Any[1, 2, 3]""), (3, :present_employmment, ""Any[1, 3, 4, 5]""), (4, :purpose, ""Any[2, 5, 6, 7, 9]""), (5, :Housing, ""Any[2]""), (6, :purpose, ""Any[6]""), (7, :purpose, ""Any[1, 2, 3, 4, 5, 6, 9]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
