Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.62,10800,0.08183337078230188,0.7192913314660461,0.7851851851851852,0.37957532861476234,0.0003286147623862423,0.1897876643073812,0.00016430738119313504,0.7859700304999337,0.4003642966787216,0.11104773811080881,0.20018214833936082,0.05552386905540441,0.7919911012235817,0.38167216144377636,0.01762511550439777,0.19083608072188818,0.008812557752198857,"Any[Any[(1, :relationship, ""Any[2, 3, 5, 6]""), (2, :relationship, ""Any[6]""), (3, :occupation, ""Any[2, 4, 9, 10, 13]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
