Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.02,10800,0.2535109324127659,0.9726212747231167,0.7413333333333333,0.3470403086607778,0.0008799539716384114,0.17352015433038892,0.00043997698581921263,0.728,0.1372879451746994,0.07122795191551518,0.06864397258734967,0.035613975957757615,0.728,0.1372879451746994,0.07122795191551518,0.06864397258734967,0.035613975957757615,"Any[Any[(1, :present_resident, 1.0000000000000453), (2, :purpose, ""Any[4, 5, 8, 9, 10]""), (3, :credit_history, ""Any[1, 2]""), (4, :present_employmment, ""Any[1]""), (5, :chek_acc, ""Any[2, 3, 4]""), (6, :purpose, ""Any[1, 3, 4, 6, 8, 10]""), (7, :guatan, ""Any[1, 3]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
