Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.74,10800,0.06647911406404952,0.9037798031136094,0.7453333333333333,0.24934901679087723,0.0003591631498608694,0.12467450839543859,0.00017958157493047633,0.676,0.4619963369963369,0.06043956043956045,0.23099816849816845,0.030219780219780223,0.676,0.4619963369963369,0.06043956043956045,0.23099816849816845,0.030219780219780223,"Any[Any[(1, :purpose, ""Any[2, 4, 5, 6, 9]""), (2, :purpose, ""Any[3, 4, 8, 9, 10]""), (3, :chek_acc, ""Any[1, 2]""), (4, :job, ""Any[2, 3, 4]""), (5, :no_people, 2.0), (6, :property, ""Any[1]""), (7, :Credit_amo, 3.0000000000000373)], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
