Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.42,10800,0.14002004357293113,1.0,0.7696296296296297,0.3958333333333333,0.01525054466230931,0.19791666666666669,0.007625272331154689,0.7696591963930514,0.4003642966787216,0.01703688784717515,0.20018214833936082,0.008518443923587568,0.7655555555555555,0.39460784313725483,0.013480392156862725,0.19730392156862744,0.006740196078431376,"Any[Any[(1, :occupation, ""Any[9]""), (2, :hours_per_week, 2.000000000000012), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, 0.0)]]",
