Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.52,10800,0.10918809122569942,1.0,0.772962962962963,0.37957532861476234,0.0004044489383215333,0.1897876643073812,0.0002022244691607944,0.7567961808778677,0.4003642966787216,0.06296218135073822,0.20018214833936082,0.03148109067536914,0.7675194660734149,0.38167216144377636,0.026956730056240608,0.19083608072188818,0.013478365028120332,"Any[Any[(1, :relationship, ""Any[3, 5]""), (2, :workclass, ""Any[4]""), (3, :workclass, ""Any[1]""), (4, :age_group, 1.0), (5, :race, ""Any[1]""), (6, :relationship, ""Any[5, 6]""), (7, :occupation, ""Any[4, 10]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
