Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.26,10800,0.17245831554505064,1.0,0.7670370370370371,0.37957532861476234,0.00025278058645095136,0.1897876643073812,0.00012639029322547568,0.763559209653892,0.4003642966787216,0.02470396882775918,0.20018214833936082,0.012351984413879545,0.760845383759733,0.38167216144377636,0.02425307156139132,0.19083608072188818,0.012126535780695651,"Any[Any[(1, :capital, 1.0000000000000318), (2, :occupation, ""Any[1, 5, 6, 7, 8, 14]""), (3, :education, ""Any[1]""), (4, :capital, 3.0000000000000133), (5, :relationship, ""Any[1, 3, 6]""), (6, :relationship, ""Any[6]""), (7, :capital, 0.0)], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
